CustomerID,CompanyName,ContactName,ContactTitle,OrderDate,UnitPrice,Discount,Freight,ProductName,CategoryName
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,9.5,0,352.69,Zaanse koeken,Confections
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,38,0,352.69,Gnocchi di nonna Alice,Grains/Cereals
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,34,0,352.69,Camembert Pierrot,Dairy Products
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,10,0,364.15,Sir Rodney's Scones,Confections
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,18.4,0.05,364.15,Boston Crab Meat,Seafood
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,34,0.05,364.15,Camembert Pierrot,Dairy Products
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,13,0.05,364.15,Original Frankfurter grüne Soße,Condiments
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,12.5,0.05,105.81,Gorgonzola Telino,Dairy Products
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,18.4,0.05,105.81,Boston Crab Meat,Seafood
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,15,0.05,105.81,Outback Lager,Beverages
HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,00:00.0,81,0,111.29,Sir Rodney's Marmalade,Confections
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,18,0.2,17.55,Chartreuse verte,Beverages
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,13.25,0.2,17.55,Escargots de Bourgogne,Seafood
LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,00:00.0,12.5,0,1.28,Scottish Longbreads,Confections
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,18.4,0.05,113.15,Boston Crab Meat,Seafood
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,14,0.05,113.15,Singaporean Hokkien Fried Mee,Grains/Cereals
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,53,0.05,113.15,Manjimup Dried Apples,Produce
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,00:00.0,31,0.15,1.27,Ikura,Seafood
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,00:00.0,38,0.15,1.27,Gnocchi di nonna Alice,Grains/Cereals
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,00:00.0,21.05,0.15,1.27,Louisiana Fiery Hot Pepper Sauce,Condiments
LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,00:00.0,53,0,26.31,Manjimup Dried Apples,Produce
LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,00:00.0,55,0,26.31,Raclette Courdavault,Dairy Products
LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,00:00.0,18,0,26.31,Lakkalikööri,Beverages
RICSU,Richter Supermarkt,Michael Holz,Sales Manager,00:00.0,123.79,0,232.42,Thüringer Rostbratwurst,Meat/Poultry
RICSU,Richter Supermarkt,Michael Holz,Sales Manager,00:00.0,21.05,0,232.42,Louisiana Fiery Hot Pepper Sauce,Condiments
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,36,0.2,78.09,Gudbrandsdalsost,Dairy Products
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,21.5,0.2,78.09,Flotemysost,Dairy Products
WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,00:00.0,12.5,0.1,47.22,Gorgonzola Telino,Dairy Products
WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,00:00.0,24,0.1,47.22,Pâté chinois,Meat/Poultry
WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,00:00.0,33.25,0.1,47.22,Wimmers gute Semmelknödel,Grains/Cereals
SIMOB,Simons bistro,Jytte Petersen,Owner,00:00.0,19,0,24.39,Inlagd Sill,Seafood
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,9,0,203.48,Tunnbröd,Grains/Cereals
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,12,0,203.48,Spegesild,Seafood
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,14,0,203.48,Laughing Lumberjack Lager,Beverages
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,15,0,203.48,Röd Kaviar,Seafood
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,7.75,0,203.48,Rhönbräu Klosterbier,Beverages
FRANR,France restauration,Carine Schmitt,Marketing Manager,00:00.0,17.45,0,30.34,Pavlova,Confections
FRANR,France restauration,Carine Schmitt,Marketing Manager,00:00.0,49.3,0,30.34,Tarte au sucre,Confections
FRANR,France restauration,Carine Schmitt,Marketing Manager,00:00.0,21.05,0,30.34,Louisiana Fiery Hot Pepper Sauce,Condiments
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,263.5,0.1,95.75,Côte de Blaye,Beverages
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,21.5,0,95.75,Flotemysost,Dairy Products
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,00:00.0,17.45,0,22.76,Pavlova,Confections
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,00:00.0,14,0,22.76,Singaporean Hokkien Fried Mee,Grains/Cereals
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,00:00.0,46,0,22.76,Ipoh Coffee,Beverages
ISLAT,Island Trading,Helen Bennett,Marketing Manager,00:00.0,9,0,0.9,Tunnbröd,Grains/Cereals
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,23.25,0,31.85,Tofu,Produce
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,32.8,0,31.85,Perth Pasties,Meat/Poultry
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,13.25,0,31.85,Escargots de Bourgogne,Seafood
TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,00:00.0,31,0,2.01,Ikura,Seafood
TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,00:00.0,9.2,0,2.01,Teatime Chocolate Biscuits,Confections
TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,00:00.0,19.45,0,2.01,Gula Malacca,Condiments
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,00:00.0,31.23,0.15,4.03,Gumbär Gummibärchen,Confections
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,00:00.0,2.5,0.15,4.03,Geitost,Dairy Products
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,38,0,388.98,Queso Manchego La Pastora,Dairy Products
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,2.5,0,388.98,Geitost,Dairy Products
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,9.65,0,388.98,Jack's New England Clam Chowder,Seafood
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,7.45,0,388.98,Tourtière,Meat/Poultry
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,00:00.0,55,0,27.94,Raclette Courdavault,Dairy Products
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,00:00.0,17.45,0.25,26.61,Pavlova,Confections
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,00:00.0,12.5,0.25,26.61,Gorgonzola Telino,Dairy Products
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,00:00.0,14,0.25,26.61,Singaporean Hokkien Fried Mee,Grains/Cereals
GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,00:00.0,9.2,0.1,76.13,Teatime Chocolate Biscuits,Confections
GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,00:00.0,10,0.1,76.13,Sir Rodney's Scones,Confections
GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,00:00.0,33.25,0,76.13,Wimmers gute Semmelknödel,Grains/Cereals
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,00:00.0,2.5,0,36.13,Geitost,Dairy Products
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,00:00.0,17,0,36.13,Louisiana Hot Spiced Okra,Condiments
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,00:00.0,7.75,0,36.13,Rhönbräu Klosterbier,Beverages
DUMON,Du monde entier,Janine Labrune,Owner,00:00.0,7,0,4.4,Filo Mix,Grains/Cereals
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,00:00.0,18.4,0,145.63,Boston Crab Meat,Seafood
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,00:00.0,9.5,0,145.63,Zaanse koeken,Confections
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,00:00.0,34,0,145.63,Camembert Pierrot,Dairy Products
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,31,0,33.75,Ikura,Seafood
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,9.65,0,33.75,Jack's New England Clam Chowder,Seafood
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,9.5,0,33.75,Zaanse koeken,Confections
PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,00:00.0,39,0.2,96.5,Alice Mutton,Meat/Poultry
PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,00:00.0,31.23,0,96.5,Gumbär Gummibärchen,Confections
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,97,0.25,296.43,Mishi Kobe Niku,Meat/Poultry
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,123.79,0,296.43,Thüringer Rostbratwurst,Meat/Poultry
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,19,0.25,296.43,Inlagd Sill,Seafood
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,00:00.0,31,0.1,299.09,Ikura,Seafood
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,00:00.0,45.6,0.1,299.09,Rössle Sauerkraut,Produce
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,00:00.0,14,0,299.09,Sasquatch Ale,Beverages
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,18,0.25,13.42,Chai,Beverages
HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,00:00.0,38,0.25,15.8,Gnocchi di nonna Alice,Grains/Cereals
HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,00:00.0,13,0.25,15.8,Original Frankfurter grüne Soße,Condiments
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,18,0,810.05,Chai,Beverages
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,123.79,0,810.05,Thüringer Rostbratwurst,Meat/Poultry
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,46,0,810.05,Ipoh Coffee,Beverages
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,19.45,0,810.05,Gula Malacca,Condiments
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,49.3,0,810.05,Tarte au sucre,Confections
ALFKI,Alfreds Futterkiste,Maria Anders,Sales Representative,00:00.0,43.9,0,61.02,Vegie-spread,Condiments
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,97,0,139.34,Mishi Kobe Niku,Meat/Poultry
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,7.45,0.15,139.34,Tourtière,Meat/Poultry
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,36,0.15,139.34,Gudbrandsdalsost,Dairy Products
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,15,0.15,139.34,Röd Kaviar,Seafood
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,30,0,398.36,Uncle Bob's Organic Dried Pears,Produce
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,55,0,398.36,Raclette Courdavault,Dairy Products
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,15,0,398.36,Outback Lager,Beverages
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,00:00.0,40,0,16.72,Northwoods Cranberry Sauce,Condiments
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,00:00.0,38,0,16.72,Queso Manchego La Pastora,Dairy Products
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,00:00.0,4.5,0,16.72,Guaraná Fantástica,Beverages
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,39,0,102.55,Alice Mutton,Meat/Poultry
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,12,0,102.55,Spegesild,Seafood
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,9.2,0.25,45.52,Teatime Chocolate Biscuits,Confections
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,18,0.25,45.52,Steeleye Stout,Beverages
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,13.25,0.25,45.52,Escargots de Bourgogne,Seafood
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,15,0.25,45.52,Outback Lager,Beverages
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,21,0,272.47,Queso Cabrales,Dairy Products
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,39,0.05,272.47,Alice Mutton,Meat/Poultry
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,123.79,0.05,272.47,Thüringer Rostbratwurst,Meat/Poultry
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,21.05,0.05,272.47,Louisiana Fiery Hot Pepper Sauce,Condiments
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,00:00.0,15,0.05,272.47,Outback Lager,Beverages
MORGK,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,00:00.0,9.5,0,0.58,Zaanse koeken,Confections
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,18,0.2,65.1,Chai,Beverages
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,14,0.2,65.1,Sasquatch Ale,Beverages
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,12.5,0.2,65.1,Scottish Longbreads,Confections
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,21.5,0.2,65.1,Flotemysost,Dairy Products
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,55,0.15,220.31,Raclette Courdavault,Dairy Products
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,21.5,0.15,220.31,Flotemysost,Dairy Products
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,18,0.15,220.31,Lakkalikööri,Beverages
ALFKI,Alfreds Futterkiste,Maria Anders,Sales Representative,00:00.0,10,0,23.94,Aniseed Syrup,Condiments
ALFKI,Alfreds Futterkiste,Maria Anders,Sales Representative,00:00.0,18,0,23.94,Lakkalikööri,Beverages
FOLKO,Folk och fä HB,Maria Larsson,Owner,00:00.0,19,0,152.3,Chang,Beverages
FOLKO,Folk och fä HB,Maria Larsson,Owner,00:00.0,55,0,152.3,Raclette Courdavault,Dairy Products
FOLKO,Folk och fä HB,Maria Larsson,Owner,00:00.0,15,0,152.3,Röd Kaviar,Seafood
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,22,0,4.78,Chef Anton's Cajun Seasoning,Condiments
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,4.5,0,4.78,Guaraná Fantástica,Beverages
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,12.75,0,4.78,Chocolade,Confections
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,00:00.0,12.5,0,3.52,Gorgonzola Telino,Dairy Products
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,00:00.0,32,0,3.52,Mascarpone Fabioli,Dairy Products
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,00:00.0,17.45,0,135.63,Pavlova,Confections
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,00:00.0,46,0,135.63,Ipoh Coffee,Beverages
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,00:00.0,55,0,135.63,Raclette Courdavault,Dairy Products
AROUT,Around the Horn,Thomas Hardy,Sales Representative,00:00.0,24,0,21.74,Pâté chinois,Meat/Poultry
AROUT,Around the Horn,Thomas Hardy,Sales Representative,00:00.0,19.5,0,21.74,Ravioli Angelo,Grains/Cereals
AROUT,Around the Horn,Thomas Hardy,Sales Representative,00:00.0,15,0.15,21.74,Outback Lager,Beverages
THEBI,The Big Cheese,Liz Nixon,Marketing Manager,00:00.0,21.35,0,2.96,Chef Anton's Gumbo Mix,Condiments
THEBI,The Big Cheese,Liz Nixon,Marketing Manager,00:00.0,19,0,2.96,Inlagd Sill,Seafood
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,40,0,210.8,Northwoods Cranberry Sauce,Condiments
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,53,0,210.8,Manjimup Dried Apples,Produce
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,34,0,210.8,Camembert Pierrot,Dairy Products
FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,00:00.0,9.2,0,4.98,Teatime Chocolate Biscuits,Confections
FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,00:00.0,9.5,0,4.98,Zaanse koeken,Confections
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,9.2,0,52.41,Teatime Chocolate Biscuits,Confections
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,9.65,0,52.41,Jack's New England Clam Chowder,Seafood
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,32.8,0,52.41,Perth Pasties,Meat/Poultry
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,32.8,0.05,89.93,Perth Pasties,Meat/Poultry
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,38,0,89.93,Gnocchi di nonna Alice,Grains/Cereals
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,31,0,167.05,Ikura,Seafood
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,31.23,0,167.05,Gumbär Gummibärchen,Confections
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,9.5,0,167.05,Rogede sild,Seafood
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,12,0,167.05,Spegesild,Seafood
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,19,0.25,24.49,Chang,Beverages
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,39,0.25,24.49,Alice Mutton,Meat/Poultry
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,9.5,0.25,24.49,Zaanse koeken,Confections
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,38,0.25,24.49,Gnocchi di nonna Alice,Grains/Cereals
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,13.25,0.25,24.49,Escargots de Bourgogne,Seafood
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,31,0,63.2,Ikura,Seafood
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,21.5,0,63.2,Flotemysost,Dairy Products
RANCH,Rancho grande,Sergio Gutiérrez,Sales Representative,00:00.0,10,0,22.57,Sir Rodney's Scones,Confections
RANCH,Rancho grande,Sergio Gutiérrez,Sales Representative,00:00.0,53,0,22.57,Manjimup Dried Apples,Produce
RANCH,Rancho grande,Sergio Gutiérrez,Sales Representative,00:00.0,28.5,0,22.57,Sirop d'érable,Condiments
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,10,0.05,59.25,Sir Rodney's Scones,Confections
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,7.45,0,59.25,Tourtière,Meat/Poultry
FRANK,Frankenversand,Peter Franken,Marketing Manager,00:00.0,36,0.05,59.25,Gudbrandsdalsost,Dairy Products
KOENE,Königlich Essen,Philip Cramer,Sales Associate,00:00.0,38,0,170.88,Queso Manchego La Pastora,Dairy Products
KOENE,Königlich Essen,Philip Cramer,Sales Associate,00:00.0,17.45,0,170.88,Pavlova,Confections
KOENE,Königlich Essen,Philip Cramer,Sales Associate,00:00.0,19,0,170.88,Inlagd Sill,Seafood
KOENE,Königlich Essen,Philip Cramer,Sales Associate,00:00.0,49.3,0,170.88,Tarte au sucre,Confections
LETSS,Let's Stop N Shop,Jaime Yorres,Owner,00:00.0,62.5,0.25,51.44,Carnarvon Tigers,Seafood
LETSS,Let's Stop N Shop,Jaime Yorres,Owner,00:00.0,25.89,0.25,51.44,Nord-Ost Matjeshering,Seafood
LETSS,Let's Stop N Shop,Jaime Yorres,Owner,00:00.0,7.45,0.25,51.44,Tourtière,Meat/Poultry
QUEDE,Que Delícia,Bernardo Batista,Accounting Manager,00:00.0,18,0,9.53,Steeleye Stout,Beverages
QUEDE,Que Delícia,Bernardo Batista,Accounting Manager,00:00.0,21.5,0,9.53,Flotemysost,Dairy Products
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,00:00.0,19.45,0.05,48.92,Gula Malacca,Condiments
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,19,0,74.58,Chang,Beverages
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,12.5,0,74.58,Gorgonzola Telino,Dairy Products
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,12.5,0,74.58,Scottish Longbreads,Confections
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,00:00.0,7.75,0,74.58,Rhönbräu Klosterbier,Beverages
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,31.23,0,21.72,Gumbär Gummibärchen,Confections
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,00:00.0,31,0,57.75,Ikura,Seafood
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,00:00.0,28.5,0,57.75,Sirop d'érable,Condiments
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,00:00.0,9.65,0,10.83,Jack's New England Clam Chowder,Seafood
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,00:00.0,7,0,10.83,Filo Mix,Grains/Cereals
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,00:00.0,24,0,10.83,Pâté chinois,Meat/Poultry
EASTC,Eastern Connection,Ann Devon,Sales Agent,00:00.0,22,0,16.56,Chef Anton's Cajun Seasoning,Condiments
EASTC,Eastern Connection,Ann Devon,Sales Agent,00:00.0,21,0,16.56,Queso Cabrales,Dairy Products
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,00:00.0,39,0.05,89.9,Alice Mutton,Meat/Poultry
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,00:00.0,38,0.05,89.9,Gnocchi di nonna Alice,Grains/Cereals
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,00:00.0,55,0.05,89.9,Raclette Courdavault,Dairy Products
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,25.89,0,58.33,Nord-Ost Matjeshering,Seafood
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,18.4,0,58.33,Boston Crab Meat,Seafood
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,24,0,58.33,Pâté chinois,Meat/Poultry
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,00:00.0,34,0,58.33,Camembert Pierrot,Dairy Products
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,18,0,141.06,Chai,Beverages
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,10,0,141.06,Sir Rodney's Scones,Confections
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,00:00.0,16.25,0,141.06,Valkoinen suklaa,Confections
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,17.45,0.05,20.12,Pavlova,Confections
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,12.5,0.05,20.12,Gorgonzola Telino,Dairy Products
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,21.05,0.05,20.12,Louisiana Fiery Hot Pepper Sauce,Condiments
CHOPS,Chop-suey Chinese,Yang Wang,Owner,00:00.0,10,0.05,96.65,Sir Rodney's Scones,Confections
CHOPS,Chop-suey Chinese,Yang Wang,Owner,00:00.0,53,0.05,96.65,Manjimup Dried Apples,Produce
BONAP,Bon app',Laurence Lebihan,Owner,00:00.0,18,0,16.97,Lakkalikööri,Beverages
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,23.25,0,110.11,Tofu,Produce
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,45.6,0,110.11,Rössle Sauerkraut,Produce
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,00:00.0,7,0,110.11,Filo Mix,Grains/Cereals
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,25,0,1.63,Grandma's Boysenberry Spread,Condiments
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,25.89,0,1.63,Nord-Ost Matjeshering,Seafood
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,00:00.0,18,0,1.63,Lakkalikööri,Beverages
LETSS,Let's Stop N Shop,Jaime Yorres,Owner,00:00.0,28.5,0.1,45.97,Sirop d'érable,Condiments
LETSS,Let's Stop N Shop,Jaime Yorres,Owner,00:00.0,13,0.1,45.97,Original Frankfurter grüne Soße,Condiments
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,21.05,0,44.1,Louisiana Fiery Hot Pepper Sauce,Condiments
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,00:00.0,7.75,0,44.1,Rhönbräu Klosterbier,Beverages
VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,00:00.0,6,0,7.79,Konbu,Seafood
VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,00:00.0,9.65,0,7.79,Jack's New England Clam Chowder,Seafood
SPECD,Spécialités du monde,Dominique Perrier,Marketing Manager,00:00.0,17.45,0,2.91,Pavlova,Confections
VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,00:00.0,19,0,11.08,Inlagd Sill,Seafood
VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,00:00.0,7,0,11.08,Filo Mix,Grains/Cereals
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,45.6,0.2,81.88,Rössle Sauerkraut,Produce
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,18,0.2,81.88,Steeleye Stout,Beverages
WHITC,White Clover Markets,Karl Jablonski,Owner,00:00.0,9.5,0.2,81.88,Rogede sild,Seafood
