Customer Id,Customer,Contact,Contact Title,Order Date,Order Id,Category,Product,Sales Price,Quantity,Discount
WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,9/1/1997,10651,Grains/Cereals,Gustaf's Knäckebröd,21,20,0.25
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,9/1/1997,10652,Seafood,Nord-Ost Matjeshering,25.89,2,0.25
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,9/1/1997,10652,Grains/Cereals,Singaporean Hokkien Fried Mee,14,20,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,9/2/1997,10653,Confections,Pavlova,17.45,30,0.1
FRANK,Frankenversand,Peter Franken,Marketing Manager,9/2/1997,10653,Dairy Products,Camembert Pierrot,34,20,0.1
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,9/2/1997,10654,Condiments,Chef Anton's Cajun Seasoning,22,12,0.1
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,9/2/1997,10654,Beverages,Chartreuse verte,18,20,0.1
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,9/2/1997,10654,Meat/Poultry,Tourtière,7.45,6,0.1
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,9/3/1997,10655,Seafood,Jack's New England Clam Chowder,9.65,20,0.2
GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,9/4/1997,10656,Produce,Tofu,23.25,3,0.1
GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,9/4/1997,10656,Condiments,Gula Malacca,19.45,28,0.1
GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,9/4/1997,10656,Confections,Zaanse koeken,9.5,6,0.1
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,9/4/1997,10657,Condiments,Genen Shouyu,15.5,50,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,9/4/1997,10657,Seafood,Jack's New England Clam Chowder,9.65,24,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,9/4/1997,10657,Seafood,Spegesild,12,45,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,9/4/1997,10657,Confections,Zaanse koeken,9.5,10,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,9/4/1997,10657,Grains/Cereals,Gnocchi di nonna Alice,38,45,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,9/4/1997,10657,Dairy Products,Camembert Pierrot,34,30,0
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,9/5/1997,10658,Confections,Sir Rodney's Scones,10,60,0
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,9/5/1997,10658,Seafood,Boston Crab Meat,18.4,70,0.05
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,9/5/1997,10658,Dairy Products,Camembert Pierrot,34,55,0.05
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,9/5/1997,10658,Condiments,Original Frankfurter grüne Soße,13,70,0.05
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,9/5/1997,10659,Dairy Products,Gorgonzola Telino,12.5,20,0.05
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,9/5/1997,10659,Seafood,Boston Crab Meat,18.4,24,0.05
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,9/5/1997,10659,Beverages,Outback Lager,15,40,0.05
HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,9/8/1997,10660,Confections,Sir Rodney's Marmalade,81,21,0
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,9/9/1997,10661,Beverages,Chartreuse verte,18,3,0.2
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,9/9/1997,10661,Seafood,Escargots de Bourgogne,13.25,49,0.2
LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,9/9/1997,10662,Confections,Scottish Longbreads,12.5,10,0
BONAP,Bon app',Laurence Lebihan,Owner,9/10/1997,10663,Seafood,Boston Crab Meat,18.4,30,0.05
BONAP,Bon app',Laurence Lebihan,Owner,9/10/1997,10663,Grains/Cereals,Singaporean Hokkien Fried Mee,14,30,0.05
BONAP,Bon app',Laurence Lebihan,Owner,9/10/1997,10663,Produce,Manjimup Dried Apples,53,20,0.05
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,9/10/1997,10664,Seafood,Ikura,31,24,0.15
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,9/10/1997,10664,Grains/Cereals,Gnocchi di nonna Alice,38,12,0.15
FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,9/10/1997,10664,Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,15,0.15
LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,9/11/1997,10665,Produce,Manjimup Dried Apples,53,20,0
LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,9/11/1997,10665,Dairy Products,Raclette Courdavault,55,1,0
LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,9/11/1997,10665,Beverages,Lakkalikööri,18,10,0
RICSU,Richter Supermarkt,Michael Holz,Sales Manager,9/12/1997,10666,Meat/Poultry,Thüringer Rostbratwurst,123.79,36,0
RICSU,Richter Supermarkt,Michael Holz,Sales Manager,9/12/1997,10666,Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,10,0
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,9/12/1997,10667,Dairy Products,Gudbrandsdalsost,36,45,0.2
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,9/12/1997,10667,Dairy Products,Flotemysost,21.5,14,0.2
WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,9/15/1997,10668,Dairy Products,Gorgonzola Telino,12.5,8,0.1
WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,9/15/1997,10668,Meat/Poultry,Pâté chinois,24,4,0.1
WANDK,Die Wandernde Kuh,Rita Müller,Sales Representative,9/15/1997,10668,Grains/Cereals,Wimmers gute Semmelknödel,33.25,15,0.1
SIMOB,Simons bistro,Jytte Petersen,Owner,9/15/1997,10669,Seafood,Inlagd Sill,19,30,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,9/16/1997,10670,Grains/Cereals,Tunnbröd,9,32,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,9/16/1997,10670,Seafood,Spegesild,12,60,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,9/16/1997,10670,Beverages,Laughing Lumberjack Lager,14,25,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,9/16/1997,10670,Seafood,Röd Kaviar,15,50,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,9/16/1997,10670,Beverages,Rhönbräu Klosterbier,7.75,25,0
FRANR,France restauration,Carine Schmitt,Marketing Manager,9/17/1997,10671,Confections,Pavlova,17.45,10,0
FRANR,France restauration,Carine Schmitt,Marketing Manager,9/17/1997,10671,Confections,Tarte au sucre,49.3,10,0
FRANR,France restauration,Carine Schmitt,Marketing Manager,9/17/1997,10671,Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,12,0
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,9/17/1997,10672,Beverages,Côte de Blaye,263.5,15,0.1
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,9/17/1997,10672,Dairy Products,Flotemysost,21.5,12,0
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,9/18/1997,10673,Confections,Pavlova,17.45,3,0
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,9/18/1997,10673,Grains/Cereals,Singaporean Hokkien Fried Mee,14,6,0
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,9/18/1997,10673,Beverages,Ipoh Coffee,46,6,0
ISLAT,Island Trading,Helen Bennett,Marketing Manager,9/18/1997,10674,Grains/Cereals,Tunnbröd,9,5,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,9/19/1997,10675,Produce,Tofu,23.25,30,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,9/19/1997,10675,Meat/Poultry,Perth Pasties,32.8,10,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,9/19/1997,10675,Seafood,Escargots de Bourgogne,13.25,30,0
TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,9/22/1997,10676,Seafood,Ikura,31,2,0
TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,9/22/1997,10676,Confections,Teatime Chocolate Biscuits,9.2,7,0
TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,9/22/1997,10676,Condiments,Gula Malacca,19.45,21,0
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,9/22/1997,10677,Confections,Gumbär Gummibärchen,31.23,30,0.15
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,9/22/1997,10677,Dairy Products,Geitost,2.5,8,0.15
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,9/23/1997,10678,Dairy Products,Queso Manchego La Pastora,38,100,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,9/23/1997,10678,Dairy Products,Geitost,2.5,30,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,9/23/1997,10678,Seafood,Jack's New England Clam Chowder,9.65,120,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,9/23/1997,10678,Meat/Poultry,Tourtière,7.45,30,0
BLONP,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,9/23/1997,10679,Dairy Products,Raclette Courdavault,55,12,0
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,9/24/1997,10680,Confections,Pavlova,17.45,50,0.25
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,9/24/1997,10680,Dairy Products,Gorgonzola Telino,12.5,20,0.25
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,9/24/1997,10680,Grains/Cereals,Singaporean Hokkien Fried Mee,14,40,0.25
GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,9/25/1997,10681,Confections,Teatime Chocolate Biscuits,9.2,30,0.1
GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,9/25/1997,10681,Confections,Sir Rodney's Scones,10,12,0.1
GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,9/25/1997,10681,Grains/Cereals,Wimmers gute Semmelknödel,33.25,28,0
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,9/25/1997,10682,Dairy Products,Geitost,2.5,30,0
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,9/25/1997,10682,Condiments,Louisiana Hot Spiced Okra,17,4,0
ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,9/25/1997,10682,Beverages,Rhönbräu Klosterbier,7.75,30,0
DUMON,Du monde entier,Janine Labrune,Owner,9/26/1997,10683,Grains/Cereals,Filo Mix,7,9,0
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,9/26/1997,10684,Seafood,Boston Crab Meat,18.4,20,0
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,9/26/1997,10684,Confections,Zaanse koeken,9.5,40,0
OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,9/26/1997,10684,Dairy Products,Camembert Pierrot,34,30,0
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,9/29/1997,10685,Seafood,Ikura,31,20,0
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,9/29/1997,10685,Seafood,Jack's New England Clam Chowder,9.65,4,0
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,9/29/1997,10685,Confections,Zaanse koeken,9.5,15,0
PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,9/30/1997,10686,Meat/Poultry,Alice Mutton,39,30,0.2
PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,9/30/1997,10686,Confections,Gumbär Gummibärchen,31.23,15,0
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,9/30/1997,10687,Meat/Poultry,Mishi Kobe Niku,97,50,0.25
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,9/30/1997,10687,Meat/Poultry,Thüringer Rostbratwurst,123.79,10,0
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,9/30/1997,10687,Seafood,Inlagd Sill,19,6,0.25
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10/1/1997,10688,Seafood,Ikura,31,18,0.1
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10/1/1997,10688,Produce,Rössle Sauerkraut,45.6,60,0.1
VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,10/1/1997,10688,Beverages,Sasquatch Ale,14,14,0
BERGS,Berglunds snabbköp,Christina Berglund,Order Administrator,10/1/1997,10689,Beverages,Chai,18,35,0.25
HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10/2/1997,10690,Grains/Cereals,Gnocchi di nonna Alice,38,20,0.25
HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10/2/1997,10690,Condiments,Original Frankfurter grüne Soße,13,30,0.25
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10/3/1997,10691,Beverages,Chai,18,30,0
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10/3/1997,10691,Meat/Poultry,Thüringer Rostbratwurst,123.79,40,0
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10/3/1997,10691,Beverages,Ipoh Coffee,46,40,0
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10/3/1997,10691,Condiments,Gula Malacca,19.45,24,0
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10/3/1997,10691,Confections,Tarte au sucre,49.3,48,0
ALFKI,Alfreds Futterkiste,Maria Anders,Sales Representative,10/3/1997,10692,Condiments,Vegie-spread,43.9,20,0
WHITC,White Clover Markets,Karl Jablonski,Owner,10/6/1997,10693,Meat/Poultry,Mishi Kobe Niku,97,6,0
WHITC,White Clover Markets,Karl Jablonski,Owner,10/6/1997,10693,Meat/Poultry,Tourtière,7.45,60,0.15
WHITC,White Clover Markets,Karl Jablonski,Owner,10/6/1997,10693,Dairy Products,Gudbrandsdalsost,36,30,0.15
WHITC,White Clover Markets,Karl Jablonski,Owner,10/6/1997,10693,Seafood,Röd Kaviar,15,15,0.15
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10/6/1997,10694,Produce,Uncle Bob's Organic Dried Pears,30,90,0
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10/6/1997,10694,Dairy Products,Raclette Courdavault,55,25,0
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10/6/1997,10694,Beverages,Outback Lager,15,50,0
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,10/7/1997,10695,Condiments,Northwoods Cranberry Sauce,40,10,0
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,10/7/1997,10695,Dairy Products,Queso Manchego La Pastora,38,4,0
WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,10/7/1997,10695,Beverages,Guaraná Fantástica,4.5,20,0
WHITC,White Clover Markets,Karl Jablonski,Owner,10/8/1997,10696,Meat/Poultry,Alice Mutton,39,20,0
WHITC,White Clover Markets,Karl Jablonski,Owner,10/8/1997,10696,Seafood,Spegesild,12,18,0
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10/8/1997,10697,Confections,Teatime Chocolate Biscuits,9.2,7,0.25
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10/8/1997,10697,Beverages,Steeleye Stout,18,9,0.25
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10/8/1997,10697,Seafood,Escargots de Bourgogne,13.25,30,0.25
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,10/8/1997,10697,Beverages,Outback Lager,15,30,0.25
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10/9/1997,10698,Dairy Products,Queso Cabrales,21,15,0
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10/9/1997,10698,Meat/Poultry,Alice Mutton,39,8,0.05
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10/9/1997,10698,Meat/Poultry,Thüringer Rostbratwurst,123.79,12,0.05
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10/9/1997,10698,Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,65,0.05
ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10/9/1997,10698,Beverages,Outback Lager,15,8,0.05
MORGK,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,10/9/1997,10699,Confections,Zaanse koeken,9.5,12,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/10/1997,10700,Beverages,Chai,18,5,0.2
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/10/1997,10700,Beverages,Sasquatch Ale,14,12,0.2
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/10/1997,10700,Confections,Scottish Longbreads,12.5,40,0.2
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/10/1997,10700,Dairy Products,Flotemysost,21.5,60,0.2
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10/13/1997,10701,Dairy Products,Raclette Courdavault,55,42,0.15
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10/13/1997,10701,Dairy Products,Flotemysost,21.5,20,0.15
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10/13/1997,10701,Beverages,Lakkalikööri,18,35,0.15
ALFKI,Alfreds Futterkiste,Maria Anders,Sales Representative,10/13/1997,10702,Condiments,Aniseed Syrup,10,6,0
ALFKI,Alfreds Futterkiste,Maria Anders,Sales Representative,10/13/1997,10702,Beverages,Lakkalikööri,18,15,0
FOLKO,Folk och fä HB,Maria Larsson,Owner,10/14/1997,10703,Beverages,Chang,19,5,0
FOLKO,Folk och fä HB,Maria Larsson,Owner,10/14/1997,10703,Dairy Products,Raclette Courdavault,55,35,0
FOLKO,Folk och fä HB,Maria Larsson,Owner,10/14/1997,10703,Seafood,Röd Kaviar,15,35,0
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,10/14/1997,10704,Condiments,Chef Anton's Cajun Seasoning,22,6,0
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,10/14/1997,10704,Beverages,Guaraná Fantástica,4.5,35,0
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,10/14/1997,10704,Confections,Chocolade,12.75,24,0
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,10/15/1997,10705,Dairy Products,Gorgonzola Telino,12.5,20,0
HILAA,HILARION-Abastos,Carlos Hernández,Sales Representative,10/15/1997,10705,Dairy Products,Mascarpone Fabioli,32,4,0
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10/16/1997,10706,Confections,Pavlova,17.45,20,0
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10/16/1997,10706,Beverages,Ipoh Coffee,46,24,0
OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,10/16/1997,10706,Dairy Products,Raclette Courdavault,55,8,0
AROUT,Around the Horn,Thomas Hardy,Sales Representative,10/16/1997,10707,Meat/Poultry,Pâté chinois,24,21,0
AROUT,Around the Horn,Thomas Hardy,Sales Representative,10/16/1997,10707,Grains/Cereals,Ravioli Angelo,19.5,40,0
AROUT,Around the Horn,Thomas Hardy,Sales Representative,10/16/1997,10707,Beverages,Outback Lager,15,28,0.15
THEBI,The Big Cheese,Liz Nixon,Marketing Manager,10/17/1997,10708,Condiments,Chef Anton's Gumbo Mix,21.35,4,0
THEBI,The Big Cheese,Liz Nixon,Marketing Manager,10/17/1997,10708,Seafood,Inlagd Sill,19,5,0
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,10/17/1997,10709,Condiments,Northwoods Cranberry Sauce,40,40,0
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,10/17/1997,10709,Produce,Manjimup Dried Apples,53,28,0
GOURL,Gourmet Lanchonetes,André Fonseca,Sales Associate,10/17/1997,10709,Dairy Products,Camembert Pierrot,34,10,0
FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,10/20/1997,10710,Confections,Teatime Chocolate Biscuits,9.2,5,0
FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,10/20/1997,10710,Confections,Zaanse koeken,9.5,5,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/21/1997,10711,Confections,Teatime Chocolate Biscuits,9.2,12,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/21/1997,10711,Seafood,Jack's New England Clam Chowder,9.65,42,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/21/1997,10711,Meat/Poultry,Perth Pasties,32.8,120,0
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10/21/1997,10712,Meat/Poultry,Perth Pasties,32.8,3,0.05
HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,10/21/1997,10712,Grains/Cereals,Gnocchi di nonna Alice,38,30,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/22/1997,10713,Seafood,Ikura,31,18,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/22/1997,10713,Confections,Gumbär Gummibärchen,31.23,30,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/22/1997,10713,Seafood,Rogede sild,9.5,110,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/22/1997,10713,Seafood,Spegesild,12,24,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/22/1997,10714,Beverages,Chang,19,30,0.25
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/22/1997,10714,Meat/Poultry,Alice Mutton,39,27,0.25
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/22/1997,10714,Confections,Zaanse koeken,9.5,50,0.25
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/22/1997,10714,Grains/Cereals,Gnocchi di nonna Alice,38,18,0.25
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/22/1997,10714,Seafood,Escargots de Bourgogne,13.25,12,0.25
BONAP,Bon app',Laurence Lebihan,Owner,10/23/1997,10715,Seafood,Ikura,31,21,0
BONAP,Bon app',Laurence Lebihan,Owner,10/23/1997,10715,Dairy Products,Flotemysost,21.5,30,0
RANCH,Rancho grande,Sergio Gutiérrez,Sales Representative,10/24/1997,10716,Confections,Sir Rodney's Scones,10,5,0
RANCH,Rancho grande,Sergio Gutiérrez,Sales Representative,10/24/1997,10716,Produce,Manjimup Dried Apples,53,7,0
RANCH,Rancho grande,Sergio Gutiérrez,Sales Representative,10/24/1997,10716,Condiments,Sirop d'érable,28.5,10,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,10/24/1997,10717,Confections,Sir Rodney's Scones,10,32,0.05
FRANK,Frankenversand,Peter Franken,Marketing Manager,10/24/1997,10717,Meat/Poultry,Tourtière,7.45,15,0
FRANK,Frankenversand,Peter Franken,Marketing Manager,10/24/1997,10717,Dairy Products,Gudbrandsdalsost,36,25,0.05
KOENE,Königlich Essen,Philip Cramer,Sales Associate,10/27/1997,10718,Dairy Products,Queso Manchego La Pastora,38,36,0
KOENE,Königlich Essen,Philip Cramer,Sales Associate,10/27/1997,10718,Confections,Pavlova,17.45,20,0
KOENE,Königlich Essen,Philip Cramer,Sales Associate,10/27/1997,10718,Seafood,Inlagd Sill,19,40,0
KOENE,Königlich Essen,Philip Cramer,Sales Associate,10/27/1997,10718,Confections,Tarte au sucre,49.3,20,0
LETSS,Let's Stop N Shop,Jaime Yorres,Owner,10/27/1997,10719,Seafood,Carnarvon Tigers,62.5,12,0.25
LETSS,Let's Stop N Shop,Jaime Yorres,Owner,10/27/1997,10719,Seafood,Nord-Ost Matjeshering,25.89,3,0.25
LETSS,Let's Stop N Shop,Jaime Yorres,Owner,10/27/1997,10719,Meat/Poultry,Tourtière,7.45,40,0.25
QUEDE,Que Delícia,Bernardo Batista,Accounting Manager,10/28/1997,10720,Beverages,Steeleye Stout,18,21,0
QUEDE,Que Delícia,Bernardo Batista,Accounting Manager,10/28/1997,10720,Dairy Products,Flotemysost,21.5,8,0
QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,10/29/1997,10721,Condiments,Gula Malacca,19.45,50,0.05
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/29/1997,10722,Beverages,Chang,19,3,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/29/1997,10722,Dairy Products,Gorgonzola Telino,12.5,50,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/29/1997,10722,Confections,Scottish Longbreads,12.5,45,0
SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,10/29/1997,10722,Beverages,Rhönbräu Klosterbier,7.75,42,0
WHITC,White Clover Markets,Karl Jablonski,Owner,10/30/1997,10723,Confections,Gumbär Gummibärchen,31.23,15,0
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,10/30/1997,10724,Seafood,Ikura,31,16,0
MEREP,Mère Paillarde,Jean Fresnière,Marketing Assistant,10/30/1997,10724,Condiments,Sirop d'érable,28.5,5,0
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,10/31/1997,10725,Seafood,Jack's New England Clam Chowder,9.65,12,0
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,10/31/1997,10725,Grains/Cereals,Filo Mix,7,4,0
FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,10/31/1997,10725,Meat/Poultry,Pâté chinois,24,6,0
EASTC,Eastern Connection,Ann Devon,Sales Agent,11/3/1997,10726,Condiments,Chef Anton's Cajun Seasoning,22,25,0
EASTC,Eastern Connection,Ann Devon,Sales Agent,11/3/1997,10726,Dairy Products,Queso Cabrales,21,5,0
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,11/3/1997,10727,Meat/Poultry,Alice Mutton,39,20,0.05
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,11/3/1997,10727,Grains/Cereals,Gnocchi di nonna Alice,38,10,0.05
REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,11/3/1997,10727,Dairy Products,Raclette Courdavault,55,10,0.05
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,11/4/1997,10728,Seafood,Nord-Ost Matjeshering,25.89,15,0
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,11/4/1997,10728,Seafood,Boston Crab Meat,18.4,6,0
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,11/4/1997,10728,Meat/Poultry,Pâté chinois,24,12,0
QUEEN,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,11/4/1997,10728,Dairy Products,Camembert Pierrot,34,15,0
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,11/4/1997,10729,Beverages,Chai,18,50,0
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,11/4/1997,10729,Confections,Sir Rodney's Scones,10,30,0
LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,11/4/1997,10729,Confections,Valkoinen suklaa,16.25,40,0
BONAP,Bon app',Laurence Lebihan,Owner,11/5/1997,10730,Confections,Pavlova,17.45,15,0.05
